Crop,Soil Type,Nitrogen (N),Phosphorus (P),Potassium (K),Crop Growth Stage,Rainfall (mm),Temperature (°C),Irrigation Availability,Past Yield (tons/ha),Pest/Disease,Region,Fertilizer Recommendation
millets,sandy,0.5375,0.2,0.166666667,Vegetative,0.059259259,0.555555556,No,0.26037196,No,Gujarat,NPK 20-20-20
wheat,sandy,0.65,0.55,0.416666667,Vegetative,0.318518519,0.944444444,No,0.180257511,No,Karnataka,DAP
pulses,clayey,0.225,0.066666667,0.45,Sowing,0.081481481,0.277777778,Yes,0.82832618,No,Gujarat,DAP
oil seeds,clayey,0.075,0.283333333,0.483333333,Sowing,0.240740741,0.888888889,Yes,0.749642346,No,West Bengal,Urea
sugarcane,red,0.55,0.8,0.516666667,Sowing,0.292592593,0.166666667,No,0.052932761,Yes,Gujarat,DAP
wheat,loamy,0.3375,0.366666667,0.5,Flowering,0.192592593,0.666666667,Yes,0.545064378,Yes,West Bengal,NPK 20-20-20
tobacco,clayey,0.3125,0.733333333,0.8,Sowing,0.5,0.277777778,No,0.396280401,Yes,West Bengal,NPK 20-20-20
millets,sandy,0.1375,0.416666667,0.55,Sowing,0.17037037,0.333333333,Yes,0.185979971,No,Andhra Pradesh,Urea
wheat,black,0.35,0.666666667,0.416666667,Harvest,0.17037037,0.277777778,No,0.977110157,No,Gujarat,MOP
pulses,red,0.225,0.5,0,Flowering,0.507407407,0.333333333,No,0.065808298,Yes,West Bengal,MOP
ground nuts,loamy,0.3,0.483333333,0.366666667,Vegetative,0.477777778,0.888888889,Yes,0.091559371,Yes,Karnataka,Ammonium Sulphate
barley,red,0.125,0.2,0.116666667,Flowering,0.62962963,0.333333333,No,0.341917024,Yes,Andhra Pradesh,MOP
sugarcane,black,0.7875,0.433333333,0.85,Sowing,0.440740741,0.944444444,No,0.483547926,Yes,West Bengal,NPK 20-20-20
oil seeds,clayey,0.375,0,0.483333333,Sowing,0.27037037,0.722222222,Yes,0.904148784,No,Maharashtra,DAP
cotton,clayey,0.9125,1,0.8,Vegetative,0.711111111,0,No,0.628040057,Yes,Maharashtra,Urea
sugarcane,sandy,0.8,0.466666667,0.6,Harvest,0.103703704,0.333333333,Yes,0.765379113,No,Tamil Nadu,Ammonium Sulphate
oil seeds,black,0,0.383333333,0.1,Harvest,0.907407407,0.277777778,No,0.267525036,Yes,Tamil Nadu,Urea
pulses,clayey,0.125,0.25,0.45,Maturity,0.566666667,0.333333333,No,0.638054363,No,Uttar Pradesh,Compost
cotton,loamy,0.725,0.4,0.366666667,Harvest,0.185185185,0.888888889,No,0.071530758,No,Rajasthan,Ammonium Sulphate
pulses,black,0,0.383333333,0.333333333,Flowering,0.437037037,0,No,0.809728183,Yes,Uttar Pradesh,Urea
cotton,black,0.8625,0.666666667,0.9,Harvest,0.011111111,0.388888889,No,0.723891273,No,Uttar Pradesh,Ammonium Sulphate
barley,sandy,0.6125,0.166666667,0.433333333,Flowering,0.151851852,0.055555556,Yes,0.494992847,No,Uttar Pradesh,FYM
tobacco,black,0.775,0.466666667,0.616666667,Flowering,0.062962963,0.611111111,Yes,0.374821173,Yes,Andhra Pradesh,Ammonium Sulphate
maize,red,1,0.7,0.833333333,Harvest,0.685185185,0.555555556,No,0.113018598,No,Uttar Pradesh,FYM
pulses,red,0.1,0.316666667,0.333333333,Sowing,0.9,1,No,0.738197425,Yes,Karnataka,Urea
ground nuts,sandy,0.275,0.25,0,Maturity,0.666666667,0.222222222,Yes,0.151645207,Yes,Karnataka,MOP
millets,clayey,0.5875,0.35,0.133333333,Vegetative,0.174074074,0.5,No,0.86695279,No,Maharashtra,MOP
millets,sandy,0.4,0.2,0.1,Harvest,0.603703704,0.666666667,No,0.929899857,Yes,Punjab,MOP
oil seeds,black,0.4375,0.183333333,0.5,Harvest,0.722222222,0.5,No,0.836909871,Yes,Rajasthan,Ammonium Sulphate
barley,loamy,0.3125,0.533333333,0.466666667,Sowing,0.433333333,0.333333333,No,0.13018598,Yes,West Bengal,MOP
maize,black,1,0.766666667,0.3,Flowering,0.67037037,0.944444444,No,0.849785408,Yes,Uttar Pradesh,MOP
paddy,black,0.6125,0.5,0.583333333,Vegetative,0.792592593,0.5,Yes,0.419170243,Yes,Punjab,NPK 20-20-20
barley,sandy,0.725,0.616666667,0.033333333,Maturity,0.414814815,1,No,0.884120172,No,Maharashtra,MOP
wheat,black,0.4375,0.416666667,0.416666667,Flowering,0.233333333,0.777777778,No,0.721030043,Yes,Andhra Pradesh,Urea
millets,clayey,0.1625,0.466666667,0.266666667,Harvest,0.351851852,0.166666667,No,0.831187411,Yes,Punjab,FYM
sugarcane,loamy,0.7,0.733333333,0.25,Flowering,0.592592593,0.388888889,Yes,0.580829757,Yes,Uttar Pradesh,Zinc Sulphate
sugarcane,red,0.85,0.6,0.883333333,Flowering,0.503703704,0.777777778,Yes,0.73676681,No,Maharashtra,Ammonium Sulphate
maize,black,0.325,0.733333333,0.75,Sowing,0.251851852,0.222222222,Yes,0.138769671,No,Tamil Nadu,Urea
cotton,sandy,0.4375,0.566666667,0.95,Vegetative,0.088888889,0.833333333,Yes,0.536480687,No,Gujarat,Zinc Sulphate
millets,loamy,0.3625,0.45,0.516666667,Vegetative,0.362962963,0.611111111,Yes,0.871244635,Yes,Karnataka,Compost
millets,black,0.6875,0.25,0.133333333,Flowering,0.951851852,0.944444444,Yes,0.296137339,No,Maharashtra,MOP
ground nuts,red,0.125,0.4,0.283333333,Sowing,0.492592593,0.611111111,Yes,0.206008584,No,Gujarat,MOP
millets,sandy,0.5375,0.466666667,0.233333333,Maturity,0.444444444,0.777777778,Yes,0.529327611,Yes,Karnataka,Urea
sugarcane,clayey,0.4875,0.65,0.183333333,Flowering,0.225925926,0.111111111,Yes,0.861230329,Yes,Tamil Nadu,Urea
ground nuts,sandy,0.075,0.466666667,0.366666667,Vegetative,0.707407407,0.333333333,No,0.772532189,No,Karnataka,Urea
tobacco,loamy,0.9,0.333333333,0.55,Sowing,0.37037037,0.444444444,No,0.138769671,Yes,Punjab,Urea
cotton,red,0.3625,0.916666667,0.983333333,Vegetative,0.111111111,0.611111111,No,0.020028612,No,West Bengal,NPK 20-20-20
oil seeds,clayey,0.4,0.316666667,0,Maturity,0.081481481,0.166666667,Yes,0.929899857,No,Andhra Pradesh,MOP
maize,black,0.95,0.75,0.566666667,Maturity,0.303703704,0.166666667,Yes,0.556509299,No,Andhra Pradesh,MOP
barley,red,0.425,0.416666667,0.183333333,Maturity,0.137037037,0.944444444,No,0.184549356,Yes,Gujarat,Urea
oil seeds,red,0.2125,0.083333333,0.233333333,Vegetative,0.785185185,0.166666667,No,0.718168813,Yes,Uttar Pradesh,DAP
wheat,clayey,0.6875,0.566666667,0.483333333,Flowering,0.97037037,0,No,0.483547926,No,Andhra Pradesh,Compost
tobacco,red,0.775,0.35,0.8,Harvest,0.662962963,0.833333333,No,0.165951359,Yes,Tamil Nadu,Ammonium Sulphate
barley,red,0.7,0.183333333,0.483333333,Vegetative,0.42962963,0.166666667,Yes,0.168812589,No,Punjab,MOP
paddy,red,0.3125,0.233333333,0.4,Sowing,0.722222222,0.5,No,0.194563662,Yes,Andhra Pradesh,FYM
ground nuts,clayey,0.1,0.1,0.133333333,Vegetative,0.033333333,0.5,No,0.313304721,No,Uttar Pradesh,Urea
tobacco,red,0.9375,0.816666667,0.366666667,Harvest,0.788888889,0.611111111,Yes,0.474964235,No,Maharashtra,MOP
sugarcane,red,0.475,0.783333333,0.966666667,Maturity,0.274074074,0.666666667,Yes,0.702432046,No,Tamil Nadu,DAP
ground nuts,sandy,0.1875,0.116666667,0.266666667,Flowering,0.874074074,0.944444444,Yes,0.709585122,Yes,West Bengal,DAP
cotton,clayey,0.425,0.766666667,0.266666667,Harvest,0.422222222,0.111111111,Yes,0.361945637,No,Madhya Pradesh,Ammonium Sulphate
oil seeds,clayey,0.0875,0.5,0.183333333,Harvest,0.714814815,0.444444444,No,0.08583691,Yes,Uttar Pradesh,Urea
cotton,clayey,0.7125,0.533333333,0.866666667,Flowering,0.085185185,0.944444444,Yes,0.513590844,Yes,Maharashtra,Urea
maize,black,0.5875,0.733333333,0.5,Maturity,0.818518519,0.5,No,0.919885551,No,Gujarat,Zinc Sulphate
barley,black,0.1625,0.533333333,0.166666667,Vegetative,0.051851852,0,No,0.904148784,Yes,Madhya Pradesh,Ammonium Sulphate
wheat,clayey,0.6625,0.333333333,0.166666667,Flowering,0.492592593,1,Yes,0.334763948,Yes,Gujarat,DAP
wheat,black,0.4125,0.416666667,0.083333333,Vegetative,0.2,0.5,Yes,0.101573677,Yes,Andhra Pradesh,MOP
oil seeds,loamy,0.35,0.25,0.133333333,Maturity,0.240740741,0.944444444,No,0.507868383,Yes,Andhra Pradesh,MOP
maize,loamy,0.8375,0.733333333,0.333333333,Flowering,0.466666667,0.111111111,Yes,0.223175966,Yes,Gujarat,MOP
barley,black,0.1375,0.566666667,0.033333333,Flowering,0.996296296,0.444444444,Yes,0.43204578,No,Uttar Pradesh,MOP
ground nuts,black,0.45,0.15,0.066666667,Harvest,0.22962963,0.333333333,No,0.861230329,No,Rajasthan,DAP
maize,sandy,0.9,0.35,0.616666667,Harvest,0.807407407,0.388888889,No,0.341917024,No,Gujarat,MOP
wheat,sandy,0.3,0.55,0.133333333,Maturity,0.025925926,0,No,0.987124464,Yes,Andhra Pradesh,MOP
pulses,red,0.3375,0.433333333,0.4,Harvest,0.237037037,1,Yes,0.934191702,Yes,Uttar Pradesh,MOP
pulses,red,0.1,0.116666667,0.35,Sowing,0.77037037,0,No,0.909871245,No,West Bengal,Urea
ground nuts,black,0.325,0.3,0.383333333,Vegetative,0.474074074,0.555555556,Yes,0.610872675,No,Andhra Pradesh,Ammonium Sulphate
millets,black,0.375,0.433333333,0.566666667,Vegetative,0.659259259,0.444444444,No,0.403433476,Yes,Gujarat,MOP
wheat,red,0.3875,0.6,0.566666667,Vegetative,0.781481481,0.222222222,Yes,0.841201717,No,West Bengal,FYM
oil seeds,black,0.3125,0.166666667,0.033333333,Flowering,0.296296296,0.555555556,Yes,0.17739628,No,Madhya Pradesh,MOP
maize,black,0.5875,0.433333333,0.633333333,Harvest,0.2,0.222222222,No,0.440629471,No,Madhya Pradesh,Ammonium Sulphate
tobacco,red,0.9125,0.716666667,0.766666667,Flowering,0.674074074,0.611111111,Yes,0.719599428,Yes,Andhra Pradesh,Compost
barley,red,0.225,0.5,0.233333333,Harvest,0.303703704,0.055555556,Yes,0.211731044,No,Maharashtra,NPK 20-20-20
millets,clayey,0.6125,0.516666667,0.65,Maturity,0.174074074,0.888888889,No,0.895565093,No,Uttar Pradesh,FYM
millets,sandy,0.5,0.483333333,0.25,Vegetative,0.437037037,0.388888889,No,0.829756795,No,West Bengal,FYM
wheat,clayey,0.525,0.283333333,0.55,Vegetative,0.318518519,0.722222222,Yes,0.001430615,No,West Bengal,FYM
sugarcane,red,0.65,0.733333333,0.216666667,Sowing,0.77037037,0.666666667,Yes,0.949928469,Yes,West Bengal,Compost
tobacco,clayey,0.625,1,0.816666667,Sowing,0.277777778,0.555555556,Yes,0.889842632,No,Punjab,FYM
pulses,red,0.175,0.066666667,0.45,Vegetative,0.97037037,0.444444444,No,0.198855508,No,Madhya Pradesh,DAP
millets,clayey,0.4875,0.216666667,0.25,Harvest,0.666666667,0.111111111,Yes,0.115879828,Yes,Karnataka,Ammonium Sulphate
oil seeds,loamy,0.425,0.333333333,0.266666667,Flowering,0.392592593,1,No,0.907010014,No,Rajasthan,FYM
paddy,red,0.425,0.3,0.516666667,Sowing,0.185185185,0.388888889,Yes,0.278969957,No,Andhra Pradesh,Compost
barley,black,0.1375,0.466666667,0.15,Vegetative,0.474074074,0.444444444,No,0.185979971,No,Madhya Pradesh,MOP
paddy,red,0.675,0.366666667,0.4,Sowing,0.585185185,0.333333333,Yes,0.895565093,Yes,Karnataka,Zinc Sulphate
barley,red,0.725,0.266666667,0.5,Flowering,0.637037037,0.166666667,Yes,0.135908441,No,Andhra Pradesh,Zinc Sulphate
wheat,black,0.5125,0.216666667,0.133333333,Harvest,0.103703704,0.333333333,No,0.932761087,No,Gujarat,MOP
paddy,loamy,0.1625,0.416666667,0.083333333,Vegetative,0.959259259,0,No,0.731044349,No,Gujarat,MOP
ground nuts,black,0.2875,0.1,0.433333333,Harvest,0.551851852,0.222222222,Yes,0.718168813,No,Maharashtra,DAP
sugarcane,clayey,0.375,0.633333333,0.933333333,Harvest,0.651851852,0.333333333,No,0.751072961,Yes,Punjab,MOP
cotton,black,0.3375,0.65,0.6,Harvest,0.511111111,0.111111111,No,0.39341917,No,Andhra Pradesh,Ammonium Sulphate
tobacco,loamy,0.3375,0.9,0.533333333,Flowering,0.414814815,0.5,Yes,0.217453505,Yes,Andhra Pradesh,Ammonium Sulphate
wheat,clayey,0.4375,0.433333333,0.45,Sowing,0.274074074,0.944444444,Yes,0.824034335,Yes,Andhra Pradesh,MOP
barley,red,0.6625,0.233333333,0.183333333,Maturity,0.466666667,1,No,0.615164521,Yes,Tamil Nadu,Ammonium Sulphate
pulses,clayey,0.075,0.383333333,0.2,Vegetative,0.014814815,0.5,Yes,0.937052933,No,Uttar Pradesh,Urea
pulses,loamy,0.375,0.45,0.35,Harvest,0.603703704,0.777777778,Yes,0.343347639,No,Maharashtra,NPK 20-20-20
pulses,red,0.45,0.333333333,0.116666667,Vegetative,0.625925926,0.5,No,0.423462089,Yes,Andhra Pradesh,MOP
pulses,loamy,0.2125,0.216666667,0.15,Sowing,0.566666667,0.111111111,Yes,0.811158798,No,Andhra Pradesh,MOP
sugarcane,black,0.6625,0.583333333,0.5,Flowering,0.114814815,0.388888889,No,0.091559371,No,Rajasthan,Zinc Sulphate
sugarcane,loamy,0.375,0.366666667,0.683333333,Vegetative,0.259259259,0.166666667,Yes,0.43204578,No,Uttar Pradesh,MOP
sugarcane,red,0.275,0.4,0.45,Flowering,0.822222222,0.944444444,No,0.915593705,Yes,Andhra Pradesh,Compost
barley,red,0.725,0.2,0.233333333,Flowering,0.97037037,0.722222222,No,0.752503577,No,Uttar Pradesh,MOP
pulses,loamy,0.0625,0.083333333,0.05,Harvest,0.355555556,0.888888889,No,0.17167382,No,Uttar Pradesh,Urea
cotton,loamy,0.3375,0.85,0.616666667,Harvest,0.244444444,0.055555556,No,0.659513591,Yes,Karnataka,MOP
sugarcane,clayey,0.3125,0.416666667,0.733333333,Harvest,0.148148148,0.333333333,Yes,0.391988555,Yes,Uttar Pradesh,Urea
millets,red,0.55,0.55,0.633333333,Harvest,0.67037037,1,No,0.6981402,No,Maharashtra,MOP
pulses,black,0.1125,0.4,0.2,Flowering,0.792592593,0.777777778,No,0.935622318,Yes,Madhya Pradesh,Urea
oil seeds,black,0.2125,0.4,0.033333333,Vegetative,0.933333333,0.166666667,Yes,0.595135908,Yes,Tamil Nadu,MOP
barley,clayey,0.45,0.516666667,0.65,Harvest,0.759259259,0.833333333,Yes,0.552217454,No,Andhra Pradesh,Urea
millets,sandy,0.6375,0.283333333,0.25,Harvest,0.922222222,0.055555556,Yes,0.223175966,Yes,Andhra Pradesh,NPK 20-20-20
millets,sandy,0.6875,0.666666667,0.383333333,Sowing,0.966666667,0,No,0.256080114,No,Maharashtra,DAP
pulses,sandy,0.125,0.4,0.216666667,Maturity,0.285185185,0.222222222,No,0.055793991,No,Maharashtra,Urea
ground nuts,red,0.225,0.216666667,0.2,Sowing,0.22962963,0.333333333,Yes,0.469241774,Yes,Tamil Nadu,DAP
pulses,red,0.05,0.483333333,0.2,Maturity,0.003703704,0.722222222,No,0.261802575,Yes,Tamil Nadu,Urea
cotton,loamy,0.4875,0.533333333,0.383333333,Vegetative,0.062962963,0.611111111,Yes,0.00286123,Yes,Uttar Pradesh,NPK 20-20-20
barley,clayey,0.3875,0.266666667,0.383333333,Maturity,0.051851852,0.666666667,No,0.639484979,No,West Bengal,Compost
cotton,red,0.65,0.633333333,0.283333333,Sowing,0.974074074,1,No,0.944206009,No,Gujarat,Urea
oil seeds,clayey,0.5,0.483333333,0.05,Maturity,0.859259259,0.666666667,No,0.995708155,Yes,Karnataka,MOP
millets,red,0.425,0.216666667,0.233333333,Flowering,0.714814815,0,No,0.161659514,Yes,West Bengal,NPK 20-20-20
maize,sandy,0.5,0.95,0.266666667,Vegetative,0.592592593,0,Yes,0.602288984,No,Gujarat,FYM
paddy,clayey,0.1875,0.433333333,0.45,Sowing,0.392592593,0.555555556,No,0.834048641,No,West Bengal,Compost
ground nuts,red,0.2,0.016666667,0.25,Flowering,0.2,1,Yes,0.283261803,Yes,Andhra Pradesh,DAP
wheat,black,0.65,0.583333333,0.316666667,Harvest,0.477777778,0.111111111,Yes,0.293276109,Yes,Karnataka,DAP
wheat,loamy,0.5125,0.383333333,0.016666667,Harvest,0.611111111,0.388888889,Yes,0.103004292,Yes,Gujarat,MOP
ground nuts,clayey,0.0375,0.016666667,0.216666667,Sowing,0.840740741,0.444444444,Yes,0.649499285,No,Tamil Nadu,Urea
millets,loamy,0.625,0.2,0.283333333,Flowering,0.533333333,0.555555556,No,0.39341917,Yes,Gujarat,DAP
pulses,loamy,0.325,0.216666667,0.466666667,Sowing,0.285185185,0.888888889,Yes,0.030042918,No,Gujarat,Compost
cotton,red,0.35,0.7,0.883333333,Flowering,0.4,1,No,0.809728183,No,West Bengal,Urea
pulses,clayey,0.15,0.116666667,0.383333333,Harvest,0.622222222,0.166666667,Yes,0.904148784,No,Uttar Pradesh,DAP
maize,sandy,0.4625,0.566666667,0.416666667,Harvest,0.944444444,0.444444444,Yes,0.207439199,No,Uttar Pradesh,Urea
oil seeds,black,0.15,0.316666667,0.3,Harvest,0.396296296,0.666666667,Yes,0.494992847,Yes,Uttar Pradesh,Ammonium Sulphate
wheat,black,0.1625,0.466666667,0.116666667,Flowering,0.374074074,0.555555556,No,0.121602289,Yes,Madhya Pradesh,MOP
oil seeds,loamy,0.3625,0.083333333,0.383333333,Vegetative,0.074074074,0.833333333,No,0.592274678,No,Karnataka,DAP
paddy,clayey,0.1875,0.583333333,0.016666667,Flowering,0.462962963,0.277777778,No,0.284692418,No,Andhra Pradesh,MOP
barley,clayey,0.6625,0.566666667,0.483333333,Maturity,0.566666667,0.888888889,No,0.140200286,No,Andhra Pradesh,Ammonium Sulphate
